protocol,young_modulus_pa,steps_per_stage,n_stages,total_steps,stages,n_atoms,n_fines_final,n_contacts,n_fine_involving_contacts,n_fine_fine_contacts,n_fine_skeleton_contacts,largest_fine_cluster,max_fine_force_n,max_overlap_from_local_m,mean_overlap_from_local_m,fine_fine_overlap_count,fine_fine_mean_penetration_m,fine_fine_max_penetration_m,fine_skeleton_overlap_count,fine_skeleton_mean_penetration_m,fine_skeleton_max_penetration_m,fine_involving_overlap_count,fine_involving_mean_penetration_m,fine_involving_max_penetration_m,fine_fine_edges,fine_skeleton_edges,fine_involving_edges
progressive_radius,90000000000.0,4000,5,20000,0.40;0.55;0.70;0.85;1.00,1852,753,2598,1554,266,1288,548,175.82938026095755,4.17167e-05,9.60299451964973e-06,266,6.6245846964069905e-06,2.5691757396211607e-05,1288,9.348766781669273e-06,4.1624652096954e-05,1554,8.8824653436514e-06,4.1624652096954e-05,266,1288,1554
