case,resolution,steps,tau,force_z,subsamples,source_dump,particle_filter,n_particles,porosity_psc,mean_uz_fluid,superficial_uz,max_uz,permeability_lu,momentum_residual
packed_slug,64,360,0.72,2e-07,2,/Users/wangjian-macbook13/Documents/lbm-ibm-dem couple/data/production/3d_pebble_bed/local_windows/strong_force_chain/fines_packed_slug_900_traj_9900.dump,all,1853,0.2932882308959961,4.174641831481998e-07,1.2243733173797762e-07,8.824626418974045e-07,0.04489368830392512,1.3877806135022803e-17
