case,resolution,steps,tau,force_z,subsamples,geometry_workers,source_dump,particle_filter,n_particles,porosity_psc,mean_uz_fluid,superficial_uz,max_uz,permeability_lu,K_over_skeleton_same_resolution,momentum_residual
packed_slug,288,360,0.72,2e-07,2,18,/data1/wangjian/lbm-imb-dem-couple-storage/data/production/3d_pebble_bed/local_windows/strong_force_chain/fines_packed_slug_900_traj_9900.dump,all,1853,0.2935548842525613,3.1183147689623163e-06,9.153965310657852e-07,1.931916976466881e-05,0.3356453947241212,,5.329075563484189e-15
