case,resolution,steps,tau,force_z,subsamples,source_dump,particle_filter,n_particles,porosity_psc,mean_uz_fluid,superficial_uz,max_uz,permeability_lu,momentum_residual
skeleton,128,360,0.72,2e-07,2,/Users/wangjian-macbook13/Documents/lbm-ibm-dem couple/data/production/3d_pebble_bed/local_windows/strong_force_chain/fines_packed_slug_900_traj_9900.dump,type==1,1099,0.30182069540023804,7.820134765290871e-07,2.3602785129836682e-07,3.4611759599761586e-06,0.08654354547606782,1.110223317821871e-16
