case,resolution,steps,tau,force_z,subsamples,geometry_workers,source_dump,particle_filter,n_particles,porosity_psc,mean_uz_fluid,superficial_uz,max_uz,permeability_lu,K_over_skeleton_same_resolution,momentum_residual,particle_force_sum_x_lu,particle_force_sum_y_lu,particle_force_sum_z_lu,particle_force_norm_sum_lu,fluid_imb_sum_x_lu,fluid_imb_sum_y_lu,fluid_imb_sum_z_lu,particle_fluid_momentum_closure_lu,domain_body_force_z_lu,fluid_volume_body_force_z_lu
packed_slug,320,360,0.72,2e-07,2,12,/data1/wangjian/lbm-imb-dem-couple-storage/data/production/3d_pebble_bed/local_windows/strong_force_chain/fines_packed_slug_900_traj_9900.dump,all,1853,0.29355278396606443,3.8877702476454895e-06,1.1412657796167692e-06,2.4148266766341635e-05,0.4184641191928153,,7.105436971566599e-15,2.689804694827971e-06,1.403104174383437e-05,4.62908407064616,4.629084070668205,-2.6898046948236035e-06,-1.4031041743823528e-05,-4.629084070646167,7.105436971566599e-15,6.553599999999999,1.9238275249999999
