case,resolution,steps,tau,force_z,subsamples,geometry_workers,source_dump,particle_filter,n_particles,porosity_psc,mean_uz_fluid,superficial_uz,max_uz,permeability_lu,K_over_skeleton_same_resolution,momentum_residual
packed_slug,256,360,0.72,2e-07,2,16,/data1/wangjian/lbm-imb-dem-couple-storage/data/production/3d_pebble_bed/local_windows/strong_force_chain/fines_packed_slug_900_traj_9900.dump,all,1853,0.2935386672616005,2.447740810213222e-06,7.185065752318194e-07,1.4938049073616662e-05,0.2634524109183337,,5.329071207760222e-15
