case,resolution,steps,tau,force_z,subsamples,source_dump,particle_filter,n_particles,porosity_psc,mean_uz_fluid,superficial_uz,max_uz,permeability_lu,K_over_skeleton_same_resolution,momentum_residual
baseline,192,360,0.72,2e-07,2,/home/wangjian/lbm-imb-dem-couple/data/production/3d_pebble_bed/local_windows/strong_force_chain/fines_traj_900.dump,all,1359,0.29893456565009224,1.5121794297309688e-06,4.520427010116313e-07,7.622430201341594e-06,0.16574899037093146,,6.661344667395775e-16
