case,resolution,steps,tau,force_z,subsamples,geometry_workers,source_dump,particle_filter,n_particles,porosity_psc,mean_uz_fluid,superficial_uz,max_uz,permeability_lu,K_over_skeleton_same_resolution,momentum_residual
baseline,288,360,0.72,2e-07,2,18,/data1/wangjian/lbm-imb-dem-couple-storage/data/production/3d_pebble_bed/local_windows/strong_force_chain/fines_traj_900.dump,all,1359,0.29896369065440404,3.430420189724677e-06,1.0255710804154704e-06,1.8213743597940384e-05,0.3760427294856724,,1.3323113330071966e-15
