case,resolution,steps,tau,force_z,subsamples,source_dump,particle_filter,n_particles,porosity_psc,mean_uz_fluid,superficial_uz,max_uz,permeability_lu,K_over_skeleton_same_resolution,momentum_residual
skeleton,192,360,0.72,2e-07,2,/home/wangjian/lbm-imb-dem-couple/data/production/3d_pebble_bed/local_windows/strong_force_chain/fines_packed_slug_900_traj_9900.dump,type==1,1099,0.3018512725830078,1.5489777222764353e-06,4.6756089667187083e-07,7.73525846665686e-06,0.17143899544635263,,6.661339628834895e-16
